city_name,makat,route_short_name,direction,agency_name
רכסים,13110,110,2,אגד
זבולון,13110,110,2,אגד
נשר,13110,110,2,אגד
חיפה,13110,110,2,אגד
טירת כרמל,13110,110,2,אגד
חיפה,10132,132,2,אגד
קרית אתא,15073,73,1,אגד
זכרון יעקב,26002,2,1,אגד
זכרון יעקב,16001,1,3,אגד
חיפה,11434,434,1,אגד
קרית ביאליק,11434,434,1,אגד
מטה אשר,11434,434,1,אגד
קרית אתא,11434,434,1,אגד
שפרעם,11434,434,1,אגד
ביר אל מכסור,11434,434,1,אגד
עמק יזרעאל,11434,434,1,אגד
נוף הגליל,11434,434,1,אגד
משהד,11434,434,1,אגד
כפר כנא,11434,434,1,אגד
טורעאן,11434,434,1,אגד
הגליל התחתון,11434,434,1,אגד
טבריה,11434,434,1,אגד
טבריה,11434,434,2,אגד
הגליל התחתון,11434,434,2,אגד
טורעאן,11434,434,2,אגד
כפר כנא,11434,434,2,אגד
משהד,11434,434,2,אגד
נוף הגליל,11434,434,2,אגד
עמק יזרעאל,11434,434,2,אגד
שפרעם,11434,434,2,אגד
מטה אשר,11434,434,2,אגד
קרית מוצקין,11434,434,2,אגד
חיפה,11434,434,2,אגד
כרמיאל,13003,3,3,אגד
טבריה,11056,56,1,אגד
מגדל,11056,56,1,אגד
מרום הגליל,11056,56,1,אגד
מגאר,11056,56,1,אגד
עין אל אסד,11056,56,1,אגד
מורן,11056,56,1,אגד
ראמה,11056,56,1,אגד
שזור,11056,56,1,אגד
נחף,11056,56,1,אגד
כרמיאל,11056,56,1,אגד
כרמיאל,11056,56,2,אגד
שזור,11056,56,2,אגד
ראמה,11056,56,2,אגד
מורן,11056,56,2,אגד
עין אל אסד,11056,56,2,אגד
מרום הגליל,11056,56,2,אגד
מגאר,11056,56,2,אגד
מגדל,11056,56,2,אגד
טבריה,11056,56,2,אגד
חיפה,15144,144,1,אגד
קרית אתא,15144,144,1,אגד
שתולים,19036,36,1,אלקטרה אפיקים
גן יבנה,19036,36,1,אלקטרה אפיקים
ביצרון,19036,36,1,אלקטרה אפיקים
בני עי''ש,19036,36,1,אלקטרה אפיקים
גדרה,19036,36,1,אלקטרה אפיקים
קדרון,19036,36,1,אלקטרה אפיקים
גבעת ברנר,19036,36,1,אלקטרה אפיקים
בית אלעזרי,19036,36,1,אלקטרה אפיקים
קרית עקרון,19036,36,1,אלקטרה אפיקים
כפר ביל''ו,19036,36,1,אלקטרה אפיקים
רחובות,19036,36,1,אלקטרה אפיקים
רחובות,12160,160,2,קווים
נס ציונה,12160,160,2,קווים
סתריה,12160,160,2,קווים
גזר,12160,160,2,קווים
מודיעין מכבים רעות,12160,160,2,קווים
ראש העין,46009,9,1,אלקטרה אפיקים
פתח תקווה,23044,44,2,אלקטרה אפיקים
כפר מנדא,13174,174,2,נתיב אקספרס
עמק יזרעאל,13174,174,2,נתיב אקספרס
הסוללים,13174,174,2,נתיב אקספרס
ביר אל מכסור,13174,174,2,נתיב אקספרס
שפרעם,13174,174,2,נתיב אקספרס
זבולון,13174,174,2,נתיב אקספרס
נשר,13174,174,2,נתיב אקספרס
חיפה,13174,174,2,נתיב אקספרס
עפולה,57002,2,1,סופרבוס
דחי,57002,2,1,סופרבוס
בני ברק,17031,31,2,דן
רמת גן,17031,31,2,דן
גבעתיים,17031,31,2,דן
תל אביב יפו,17031,31,2,דן
כפר כנא,27071,71,1,ש.א.מ
אעבלין,19094,94,1,נתיב אקספרס
מטה אשר,19094,94,1,נתיב אקספרס
טמרה,19094,94,1,נתיב אקספרס
כאבול,19094,94,1,נתיב אקספרס
עפולה,29020,20,1,סופרבוס
עפולה,29020,20,2,סופרבוס
עפולה,22056,56,1,סופרבוס
מגידו,22056,56,1,סופרבוס
גבעת עוז,22056,56,1,סופרבוס
מדרך עוז,22056,56,1,סופרבוס
יקנעם עילית,22056,56,1,סופרבוס
בית שאן,11411,411,2,סופרבוס
עמק המעיינות,11411,411,2,סופרבוס
הגלבוע,11411,411,2,סופרבוס
תל יוסף,11411,411,2,סופרבוס
עמק יזרעאל,11411,411,2,סופרבוס
עפולה,11411,411,2,סופרבוס
ירושלים,11783,783,1,אקסטרה ירושלים
עפולה,11412,412,1,סופרבוס
עמק יזרעאל,11412,412,1,סופרבוס
הגלבוע,11412,412,1,סופרבוס
חפצי בה,11412,412,1,סופרבוס
בית אלפא,11412,412,1,סופרבוס
עמק המעיינות,11412,412,1,סופרבוס
בית שאן,11412,412,1,סופרבוס
כפר סבא,10564,564,1,מטרופולין
רעננה,10564,564,1,מטרופולין
כפר מל''ל,10564,564,1,מטרופולין
הוד השרון,10564,564,1,מטרופולין
דרום השרון,10564,564,1,מטרופולין
פתח תקווה,10564,564,1,מטרופולין
רמת השרון,10564,564,1,מטרופולין
בני ברק,10564,564,1,מטרופולין
רמת גן,10564,564,1,מטרופולין
קרית אונו,10564,564,1,מטרופולין
רחובות,43055,55,2,אגד
רמת השרון,16024,24,2,מטרופולין
תל אביב יפו,16024,24,2,מטרופולין
מודיעין מכבים רעות,10889,89,2,קווים
תל אביב יפו,16040,40,1,דן
בת ים,16040,40,1,דן
כפר ורדים,22070,70,2,נתיב אקספרס
מעלות תרשיחא,22070,70,2,נתיב אקספרס
כפר ורדים,18076,76,2,נתיב אקספרס
מעלות תרשיחא,18076,76,2,נתיב אקספרס
מעלה יוסף,18076,76,2,נתיב אקספרס
חוסן,18076,76,2,נתיב אקספרס
צוריאל,18076,76,2,נתיב אקספרס
אלקוש,18076,76,2,נתיב אקספרס
פסוטה,18076,76,2,נתיב אקספרס
אבירים,18076,76,2,נתיב אקספרס
ירושלים,11794,794,2,אקסטרה ירושלים
רמלה,11454,454,1,קווים
ניר צבי,11454,454,1,קווים
תעשיון צריפין,11454,454,1,קווים
ראשון לציון,11454,454,1,קווים
בית דגן,11454,454,1,קווים
תל אביב יפו,11454,454,1,קווים
אל עריאן,19048,48,1,קווים
בסמ''ה,19048,48,1,קווים
ערערה,19048,48,1,קווים
כפר קרע,19048,48,1,קווים
מנשה,19048,48,1,קווים
בנימינה גבעת עדה,19048,48,1,קווים
חיפה,10432,432,1,סופרבוס
זבולון,10432,432,1,סופרבוס
קרית טבעון,10432,432,1,סופרבוס
עמק יזרעאל,10432,432,1,סופרבוס
נוף הגליל,10432,432,1,סופרבוס
משהד,10432,432,1,סופרבוס
כפר כנא,10432,432,1,סופרבוס
טורעאן,10432,432,1,סופרבוס
הגליל התחתון,10432,432,1,סופרבוס
ארבל,10432,432,1,סופרבוס
טבריה,10432,432,1,סופרבוס
עמק הירדן,10432,432,1,סופרבוס
יבנאל,10432,432,1,סופרבוס
כינרת מושבה,10432,432,1,סופרבוס
מפעלים אזוריים צמח,10432,432,1,סופרבוס
מנחמיה,10432,432,1,סופרבוס
גשר,10432,432,1,סופרבוס
כפר יהושע,20009,9,2,סופרבוס
עמק יזרעאל,20009,9,2,סופרבוס
קרית טבעון,20009,9,2,סופרבוס
בסמת טבעון,20009,9,2,סופרבוס
נופית,20009,9,2,סופרבוס
ביתר עילית,42080,80,2,קווים
אור הגנוז,65005,5,2,נתיב אקספרס
בר יוחאי,65005,5,2,נתיב אקספרס
מרום הגליל,65005,5,2,נתיב אקספרס
מירון,65005,5,2,נתיב אקספרס
צפת,65005,5,2,נתיב אקספרס
שדרות,39001,1,1,דן בדרום
ניר עם,39001,1,1,דן בדרום
אופקים,16332,332,2,דן בדרום
מרחבים,16332,332,2,דן בדרום
בני שמעון,16332,332,2,דן בדרום
באר שבע,16332,332,2,דן בדרום
קרית גת,96001,1,2,דן בדרום
קרית מלאכי,94001,1,1,דן בדרום
באר טוביה,94001,1,1,דן בדרום
קרית מלאכי,94001,1,2,דן בדרום
באר טוביה,94001,1,2,דן בדרום
נתיבות,79002,2,1,דן בדרום
נתיבות,79002,2,2,דן בדרום
באר שבע,14047,47,1,דן בדרום
להבים,14047,47,1,דן בדרום
בני שמעון,14047,47,1,דן בדרום
נתיבות,85003,3,1,דן בדרום
פטיש,12134,134,2,דן בדרום
מרחבים,12134,134,2,דן בדרום
מסלול,12134,134,2,דן בדרום
רנן,12134,134,2,דן בדרום
פדויים,12134,134,2,דן בדרום
אופקים,12134,134,2,דן בדרום
בני שמעון,12134,134,2,דן בדרום
באר שבע,12134,134,2,דן בדרום
קרית גת,13250,250,2,דן בדרום
שפיר,13250,250,2,דן בדרום
לכיש,13250,250,2,דן בדרום
יואב,13250,250,2,דן בדרום
חוף אשקלון,13250,250,2,דן בדרום
אשקלון,13250,250,2,דן בדרום
אשקלון,11252,252,1,דן בדרום
חוף אשקלון,11252,252,1,דן בדרום
יואב,11252,252,1,דן בדרום
לכיש,11252,252,1,דן בדרום
שפיר,11252,252,1,דן בדרום
קרית גת,11252,252,1,דן בדרום
צאלים,19014,14,2,דן בדרום
אשכול,19014,14,2,דן בדרום
גבולות,19014,14,2,דן בדרום
עין הבשור,19014,14,2,דן בדרום
מגן,19014,14,2,דן בדרום
שדרות,70003,3,1,דן בדרום
תעשיות שער הנגב,70003,3,1,דן בדרום
שער הנגב,70003,3,1,דן בדרום
באר שבע,18135,135,1,דן בדרום
בני שמעון,18135,135,1,דן בדרום
מרחבים,18135,135,1,דן בדרום
אופקים,18135,135,1,דן בדרום
אשכול,18135,135,1,דן בדרום
עין הבשור,18135,135,1,דן בדרום
נווה,18135,135,1,דן בדרום
בני נצרים,18135,135,1,דן בדרום
שדרות,27025,25,1,דן בדרום
תעשיות שער הנגב,27025,25,1,דן בדרום
שער הנגב,27025,25,1,דן בדרום
גבים,27025,25,1,דן בדרום
יכיני,27025,25,1,דן בדרום
יושיביה,27025,25,1,דן בדרום
שדות נגב,27025,25,1,דן בדרום
נתיבות,27025,25,1,דן בדרום
באר שבע,14330,330,1,דן בדרום
בני שמעון,14330,330,1,דן בדרום
מרחבים,14330,330,1,דן בדרום
אופקים,14330,330,1,דן בדרום
באר שבע,31040,40,1,דן בדרום
חצרים,31040,40,1,דן בדרום
בני שמעון,31040,40,1,דן בדרום
מרחבים,31040,40,1,דן בדרום
בית קמה,28053,53,2,דן בדרום
בני שמעון,28053,53,2,דן בדרום
מרחבים,28053,53,2,דן בדרום
שדה צבי,28053,53,2,דן בדרום
מבועים,28053,53,2,דן בדרום
ניר עקיבא,28053,53,2,דן בדרום
ניר משה,28053,53,2,דן בדרום
שדות נגב,28053,53,2,דן בדרום
נתיבות,28053,53,2,דן בדרום
קרית גת,81003,3,2,דן בדרום
אשכול,13035,35,2,דן בדרום
מרחבים,13035,35,2,דן בדרום
אופקים,13035,35,2,דן בדרום
בני שמעון,13035,35,2,דן בדרום
באר שבע,13035,35,2,דן בדרום
אשקלון,17022,22,1,דן בדרום
משען,17022,22,1,דן בדרום
חוף אשקלון,17022,22,1,דן בדרום
יואב,17022,22,1,דן בדרום
כוכב מיכאל,17022,22,1,דן בדרום
שער הנגב,17022,22,1,דן בדרום
חלץ,17022,22,1,דן בדרום
בני נצרים,15136,136,2,דן בדרום
אשכול,15136,136,2,דן בדרום
אבשלום,15136,136,2,דן בדרום
עין הבשור,15136,136,2,דן בדרום
נירים,15136,136,2,דן בדרום
שדות נגב,15136,136,2,דן בדרום
שער הנגב,15136,136,2,דן בדרום
חוף אשקלון,15136,136,2,דן בדרום
אשקלון,15136,136,2,דן בדרום
אופקים,12465,465,2,דן בדרום
מרחבים,12465,465,2,דן בדרום
בני שמעון,12465,465,2,דן בדרום
שדות נגב,12465,465,2,דן בדרום
נתיבות,12465,465,2,דן בדרום
שער הנגב,12465,465,2,דן בדרום
חוף אשקלון,12465,465,2,דן בדרום
אשקלון,12465,465,2,דן בדרום
כפר סילבר,12465,465,2,דן בדרום
באר טוביה,12465,465,2,דן בדרום
אשדוד,12465,465,2,דן בדרום
שדרות,61011,11,1,דן בדרום
נצרת,30050,50,1,ש.א.מ
עמק יזרעאל,30050,50,1,ש.א.מ
יפיע,30050,50,1,ש.א.מ
נהריה,18040,40,1,נתיב אקספרס
מטה אשר,18040,40,1,נתיב אקספרס
מעיליא,18040,40,1,נתיב אקספרס
מעונה,18040,40,1,נתיב אקספרס
מעלה יוסף,18040,40,1,נתיב אקספרס
מעלות תרשיחא,18040,40,1,נתיב אקספרס
צוריאל,18040,40,1,נתיב אקספרס
אלקוש,18040,40,1,נתיב אקספרס
פסוטה,18040,40,1,נתיב אקספרס
אבירים,18040,40,1,נתיב אקספרס
אופקים,74004,4,1,דן בדרום
אופקים,74004,4,2,דן בדרום
בני דקלים,28064,64,2,דן בדרום
אמציה,28064,64,2,דן בדרום
כרמי קטיף,28064,64,2,דן בדרום
לכיש,28064,64,2,דן בדרום
יואב,28064,64,2,דן בדרום
קרית גת,28064,64,2,דן בדרום
אשקלון,11363,363,1,דן בדרום
חוף אשקלון,11363,363,1,דן בדרום
שער הנגב,11363,363,1,דן בדרום
שדרות,11363,363,1,דן בדרום
תעשיות שער הנגב,11363,363,1,דן בדרום
שדות נגב,11363,363,1,דן בדרום
נתיבות,11363,363,1,דן בדרום
בני שמעון,11363,363,1,דן בדרום
מרחבים,11363,363,1,דן בדרום
באר שבע,11363,363,1,דן בדרום
אשקלון,15464,464,1,דן בדרום
באר שבע,15464,464,1,דן בדרום
באר שבע,15464,464,2,דן בדרום
אשקלון,15464,464,2,דן בדרום
נתיבות,12323,323,2,דן בדרום
שדות נגב,12323,323,2,דן בדרום
בני שמעון,12323,323,2,דן בדרום
מרחבים,12323,323,2,דן בדרום
באר שבע,12323,323,2,דן בדרום
אמציה,12164,164,2,דן בדרום
כרמי קטיף,12164,164,2,דן בדרום
בני דקלים,12164,164,2,דן בדרום
אליאב,12164,164,2,דן בדרום
שקף,12164,164,2,דן בדרום
לכיש,12164,164,2,דן בדרום
בני שמעון,12164,164,2,דן בדרום
עומר,12164,164,2,דן בדרום
באר שבע,12164,164,2,דן בדרום
נתיבות,72004,4,1,דן בדרום
נתיבות,72004,4,2,דן בדרום
נתיבות,85003,3,2,דן בדרום
נתיבות,95001,1,2,דן בדרום
אופקים,84003,3,1,דן בדרום
אופקים,84003,3,2,דן בדרום
שדרות,18463,463,2,גלים
ניר עם,18463,463,2,גלים
שער הנגב,18463,463,2,גלים
תעשיות שער הנגב,18463,463,2,גלים
דורות,18463,463,2,גלים
רוחמה,18463,463,2,גלים
בני שמעון,18463,463,2,גלים
בית קמה,18463,463,2,גלים
רהט,18463,463,2,גלים
בית שמש,10559,559,2,מטרופולין
מטה יהודה,10559,559,2,מטרופולין
ערד,10559,559,2,מטרופולין
מצפה רמון,23060,60,2,מטרופולין
רמת הנגב,23060,60,2,מטרופולין
מדרשת בן גוריון,23060,60,2,מטרופולין
שדה בוקר,23060,60,2,מטרופולין
טללים,23060,60,2,מטרופולין
משאבי שדה,23060,60,2,מטרופולין
נאות חובב,23060,60,2,מטרופולין
באר שבע,23060,60,2,מטרופולין
מודיעין עילית,10357,357,1,מטרופולין
מטה בנימין,10357,357,1,מטרופולין
חבל מודיעין,10357,357,1,מטרופולין
מודיעין מכבים רעות,10357,357,1,מטרופולין
באר שבע,10357,357,1,מטרופולין
רמת הנגב,10357,357,1,מטרופולין
ירוחם,10357,357,1,מטרופולין
דימונה,10357,357,1,מטרופולין
דימונה,10357,357,2,מטרופולין
ירוחם,10357,357,2,מטרופולין
רמת הנגב,10357,357,2,מטרופולין
באר שבע,10357,357,2,מטרופולין
מודיעין מכבים רעות,10357,357,2,מטרופולין
חבל מודיעין,10357,357,2,מטרופולין
לפיד,10357,357,2,מטרופולין
מטה בנימין,10357,357,2,מטרופולין
מודיעין עילית,10357,357,2,מטרופולין
ירושלים,10445,445,3,אגד
תמר,10445,445,3,אגד
הערבה התיכונה,10445,445,3,אגד
אילת,10445,445,3,אגד
מצדה,10444,444,3,אגד
באר שבע,12323,323,1,דן בדרום
בני שמעון,12323,323,1,דן בדרום
מרחבים,12323,323,1,דן בדרום
שרשרת,12323,323,1,דן בדרום
שדות נגב,12323,323,1,דן בדרום
נתיבות,12323,323,1,דן בדרום
באר שבע,12134,134,1,דן בדרום
בני שמעון,12134,134,1,דן בדרום
מרחבים,12134,134,1,דן בדרום
אופקים,12134,134,1,דן בדרום
פדויים,12134,134,1,דן בדרום
רנן,12134,134,1,דן בדרום
מסלול,12134,134,1,דן בדרום
פטיש,12134,134,1,דן בדרום
ראשון לציון,32064,64,1,אגד
כפר חב''ד,32064,64,1,אגד
תל אביב יפו,17033,33,1,דן
בני ברק,17033,33,1,דן
רמת גן,17033,33,1,דן
תל אביב יפו,12172,172,1,דן
חולון,12172,172,1,דן
בת ים,12142,142,2,דן
תל אביב יפו,12142,142,2,דן
רמת גן,12142,142,2,דן
בני ברק,12142,142,2,דן
גיתה,29074,74,1,נתיב אקספרס
יאנוח ג'ת,29074,74,1,נתיב אקספרס
כפר ורדים,29074,74,1,נתיב אקספרס
כפר ורדים,29074,74,2,נתיב אקספרס
יאנוח ג'ת,29074,74,2,נתיב אקספרס
גיתה,29074,74,2,נתיב אקספרס
עכו,11061,61,1,נתיב אקספרס
ג'דידה מכר,11061,61,1,נתיב אקספרס
משגב,11061,61,1,נתיב אקספרס
ג'וליס,11061,61,1,נתיב אקספרס
כפר יאסיף,11061,61,1,נתיב אקספרס
אבו סנאן,11061,61,1,נתיב אקספרס
כפר חב''ד,36081,81,2,קווים
ראשון לציון,36081,81,2,קווים
רמלה,36081,81,2,קווים
לוד,36081,81,2,קווים
כפר חב''ד,32064,64,2,אגד
ראשון לציון,32064,64,2,אגד
ביתר עילית,11967,967,1,נתיב אקספרס
מנשה,11967,967,1,נתיב אקספרס
עמק הירדן,11967,967,1,נתיב אקספרס
מירון,11967,967,1,נתיב אקספרס
מרום הגליל,11967,967,1,נתיב אקספרס
צפת,11967,967,1,נתיב אקספרס
ירושלים,14009,9,3,אגד
ירושלים,18018,18,3,אגד
ירושלים,12022,22,3,אגד
שוהם,36085,85,2,קווים
נווה ירק,60001,1,3,מטרופולין
פארק תעשיות קדמת גליל,21044,44,2,סופרבוס
הגליל התחתון,21044,44,2,סופרבוס
טבריה,21044,44,2,סופרבוס
בני ברק,18349,349,2,אלקטרה אפיקים
אשדוד,18349,349,2,אלקטרה אפיקים
אשדוד,10560,560,1,אגד
באר טוביה,10560,560,1,אגד
אשקלון,10560,560,1,אגד
לכיש,10560,560,1,אגד
שפיר,10560,560,1,אגד
קרית גת,10560,560,1,אגד
ערד,10560,560,1,אגד
בני ברק,10951,951,1,אגד
ראש העין,10951,951,1,אגד
מגדל העמק,10951,951,1,אגד
תל אביב יפו,12250,250,2,אלקטרה אפיקים
רמת גן,12250,250,2,אלקטרה אפיקים
בני ברק,12250,250,2,אלקטרה אפיקים
רמת השרון,12250,250,2,אלקטרה אפיקים
פתח תקווה,12250,250,2,אלקטרה אפיקים
ראש העין,12250,250,2,אלקטרה אפיקים
ראש העין,10282,282,1,אלקטרה אפיקים
פתח תקווה,10282,282,1,אלקטרה אפיקים
רמת השרון,10282,282,1,אלקטרה אפיקים
תל אביב יפו,10282,282,1,אלקטרה אפיקים
ראש העין,46009,9,2,אלקטרה אפיקים
תל אביב יפו,10566,566,2,אלקטרה אפיקים
רמת השרון,10566,566,2,אלקטרה אפיקים
ראש העין,10566,566,2,אלקטרה אפיקים
ראש העין,25038,38,2,אלקטרה אפיקים
רעננה,10252,252,2,אלקטרה אפיקים
כפר מל''ל,10252,252,2,אלקטרה אפיקים
הוד השרון,10252,252,2,אלקטרה אפיקים
דרום השרון,10252,252,2,אלקטרה אפיקים
פתח תקווה,10252,252,2,אלקטרה אפיקים
ראש העין,10252,252,2,אלקטרה אפיקים
עינת,10252,252,2,אלקטרה אפיקים
פתח תקווה,32047,47,2,אלקטרה אפיקים
גבעת שמואל,32047,47,2,אלקטרה אפיקים
רמת גן,32047,47,2,אלקטרה אפיקים
קרית אונו,32047,47,2,אלקטרה אפיקים
עפולה,52003,3,2,סופרבוס
משואות יצחק,31073,73,2,דן בדרום
שפיר,31073,73,2,דן בדרום
מרכז שפירא,31073,73,2,דן בדרום
עין צורים,31073,73,2,דן בדרום
כפר ורבורג,31073,73,2,דן בדרום
באר טוביה,31073,73,2,דן בדרום
מפעלי צומת מלאכי,31073,73,2,דן בדרום
קרית מלאכי,31073,73,2,דן בדרום
קצרין,34043,43,1,מועצה אזורית גולן
גולן,34043,43,1,מועצה אזורית גולן
מבואות החרמון,34043,43,1,מועצה אזורית גולן
הגליל העליון,34043,43,1,מועצה אזורית גולן
חצור הגלילית,34043,43,1,מועצה אזורית גולן
חצור הגלילית,20103,103,2,מועצה אזורית גולן
הגליל העליון,20103,103,2,מועצה אזורית גולן
מבואות החרמון,20103,103,2,מועצה אזורית גולן
גולן,20103,103,2,מועצה אזורית גולן
קצרין,20103,103,2,מועצה אזורית גולן
ירושלים,10402,402,3,אגד
גבעת שמואל,10402,402,3,אגד
בני ברק,10402,402,3,אגד
אשקלון,12361,361,1,דן בדרום
חוף אשקלון,12361,361,1,דן בדרום
יואב,12361,361,1,דן בדרום
שער הנגב,12361,361,1,דן בדרום
שדרות,12361,361,1,דן בדרום
תעשיות שער הנגב,12361,361,1,דן בדרום
שדות נגב,12361,361,1,דן בדרום
נתיבות,12361,361,1,דן בדרום
בני שמעון,12361,361,1,דן בדרום
מרחבים,12361,361,1,דן בדרום
באר שבע,12361,361,1,דן בדרום
באר שבע,11130,130,1,דן בדרום
בני שמעון,11130,130,1,דן בדרום
מרחבים,11130,130,1,דן בדרום
אשכול,11130,130,1,דן בדרום
אורים,11130,130,1,דן בדרום
צאלים,11130,130,1,דן בדרום
בני ברק,12229,229,2,קווים
מודיעין עילית,12229,229,2,קווים
אשדוד,11871,871,2,קווים
גן יבנה,11871,871,2,קווים
חבל יבנה,11871,871,2,קווים
גדרה,11871,871,2,קווים
מודיעין עילית,11871,871,2,קווים
אשדוד,11891,891,2,קווים
גן יבנה,11891,891,2,קווים
חבל יבנה,11891,891,2,קווים
גדרה,11891,891,2,קווים
מודיעין עילית,11891,891,2,קווים
פתח תקווה,11872,872,2,קווים
נחלים,11872,872,2,קווים
חבל מודיעין,11872,872,2,קווים
מודיעין עילית,11872,872,2,קווים
פתח תקווה,10892,892,2,קווים
נחלים,10892,892,2,קווים
חבל מודיעין,10892,892,2,קווים
מודיעין עילית,10892,892,2,קווים
ראשון לציון,10873,873,2,קווים
נס ציונה,10873,873,2,קווים
רחובות,10873,873,2,קווים
מודיעין עילית,10873,873,2,קווים
ראשון לציון,11893,893,2,קווים
נס ציונה,11893,893,2,קווים
רחובות,11893,893,2,קווים
מודיעין עילית,11893,893,2,קווים
בית שמש,10885,885,2,קווים
מטה יהודה,10885,885,2,קווים
מסילת ציון,10885,885,2,קווים
מטה בנימין,10885,885,2,קווים
גזר,10885,885,2,קווים
מודיעין מכבים רעות,10885,885,2,קווים
חבל מודיעין,10885,885,2,קווים
לפיד,10885,885,2,קווים
מודיעין עילית,10885,885,2,קווים
בית שמש,10875,875,2,קווים
מטה יהודה,10875,875,2,קווים
מסילת ציון,10875,875,2,קווים
מטה בנימין,10875,875,2,קווים
גזר,10875,875,2,קווים
מודיעין מכבים רעות,10875,875,2,קווים
חבל מודיעין,10875,875,2,קווים
לפיד,10875,875,2,קווים
מודיעין עילית,10875,875,2,קווים
בני ברק,12239,239,2,קווים
מודיעין עילית,12239,239,2,קווים
בני ברק,12249,249,2,קווים
מודיעין עילית,12249,249,2,קווים
ירושלים,10312,312,2,קווים
מטה בנימין,10312,312,2,קווים
מודיעין עילית,10312,312,2,קווים
ירושלים,10317,317,2,קווים
מודיעין עילית,10317,317,2,קווים
ירושלים,11321,321,2,קווים
מודיעין עילית,11321,321,2,קווים
ירושלים,10324,324,2,קווים
מודיעין עילית,10324,324,2,קווים
ירושלים,10327,327,2,קווים
מודיעין עילית,10327,327,2,קווים
ירושלים,13331,331,2,קווים
מודיעין עילית,13331,331,2,קווים
ירושלים,13332,332,2,קווים
מטה בנימין,13332,332,2,קווים
מודיעין עילית,13332,332,2,קווים
ירושלים,11342,342,2,קווים
מטה בנימין,11342,342,2,קווים
מודיעין עילית,11342,342,2,קווים
ירושלים,10344,344,2,קווים
מודיעין עילית,10344,344,2,קווים
ירושלים,11347,347,2,קווים
מודיעין עילית,11347,347,2,קווים
נתיבות,10586,586,2,קווים
שדות נגב,10586,586,2,קווים
בני שמעון,10586,586,2,קווים
מודיעין עילית,10586,586,2,קווים
נחל שורק,10585,585,2,קווים
בית חלקיה,10585,585,2,קווים
יואב,10585,585,2,קווים
יסודות,10585,585,2,קווים
מודיעין עילית,10585,585,2,קווים
זכרון יעקב,10583,583,2,קווים
בנימינה גבעת עדה,10583,583,2,קווים
אור עקיבא,10583,583,2,קווים
חדרה,10583,583,2,קווים
רעננה,10583,583,2,קווים
מודיעין עילית,10583,583,2,קווים
ירושלים,13334,334,2,קווים
מודיעין עילית,13334,334,2,קווים
קרית גת,10685,685,2,קווים
לכיש,10685,685,2,קווים
ערוגות,10685,685,2,קווים
יואב,10685,685,2,קווים
נחל שורק,10685,685,2,קווים
בית חלקיה,10685,685,2,קווים
יסודות,10685,685,2,קווים
מודיעין עילית,10685,685,2,קווים
ירושלים,10346,346,2,קווים
מודיעין עילית,10346,346,2,קווים
גן יבנה,20037,37,1,אלקטרה אפיקים
ביצרון,20037,37,1,אלקטרה אפיקים
בני עי''ש,20037,37,1,אלקטרה אפיקים
גדרה,20037,37,1,אלקטרה אפיקים
קדרון,20037,37,1,אלקטרה אפיקים
גבעת ברנר,20037,37,1,אלקטרה אפיקים
בית אלעזרי,20037,37,1,אלקטרה אפיקים
קרית עקרון,20037,37,1,אלקטרה אפיקים
רחובות,20037,37,1,אלקטרה אפיקים
כפר ביל''ו,20037,37,1,אלקטרה אפיקים
בני ברק,26005,5,2,דן
בני ברק,10140,140,1,דן
רמת גן,10140,140,1,דן
תל אביב יפו,10140,140,1,דן
בת ים,10140,140,1,דן
שפרעם,11167,167,2,נתיב אקספרס
מטה אשר,11167,167,2,נתיב אקספרס
קרית מוצקין,11167,167,2,נתיב אקספרס
חיפה,11167,167,2,נתיב אקספרס
שפרעם,11172,172,2,נתיב אקספרס
זבולון,11172,172,2,נתיב אקספרס
חיפה,11172,172,2,נתיב אקספרס
נצרת,25006,6,1,ש.א.מ
עפולה,10870,870,2,אגד
מגידו,10870,870,2,אגד
אום אל פחם,10870,870,2,אגד
כפר קרע,10870,870,2,אגד
בני שמעון,10870,870,2,אגד
באר שבע,10870,870,2,אגד
ירושלים,10428,428,2,דרך אגד עוטף ירושלים
גבעת זאב,10428,428,2,דרך אגד עוטף ירושלים
מטה בנימין,10428,428,2,דרך אגד עוטף ירושלים
גנות,10428,428,2,דרך אגד עוטף ירושלים
גבעת שמואל,10428,428,2,דרך אגד עוטף ירושלים
פתח תקווה,10428,428,2,דרך אגד עוטף ירושלים
בני ברק,10428,428,2,דרך אגד עוטף ירושלים
תל אביב יפו,10428,428,2,דרך אגד עוטף ירושלים
חיפה,10798,798,1,אגד
עכו,10798,798,1,אגד
מזרעה,10798,798,1,אגד
מזרעה,10798,798,2,אגד
עכו,10798,798,2,אגד
חיפה,10798,798,2,אגד
מעלות תרשיחא,19035,35,1,נתיב אקספרס
כפר ורדים,19035,35,1,נתיב אקספרס
יאנוח ג'ת,19035,35,1,נתיב אקספרס
אבו סנאן,19035,35,1,נתיב אקספרס
כפר יאסיף,19035,35,1,נתיב אקספרס
משגב,19035,35,1,נתיב אקספרס
מטה אשר,19035,35,1,נתיב אקספרס
ג'דידה מכר,19035,35,1,נתיב אקספרס
עכו,19035,35,1,נתיב אקספרס
חיפה,10033,33,3,אגד
אלעד,24004,4,2,מטרופולין
אלעד,24004,4,1,מטרופולין
אלעד,69005,5,1,מטרופולין
אלעד,69005,5א,2,מטרופולין
אלעד,47006,6,1,מטרופולין
